39, State-gov,2, Bachelors,13, Never-married, Adm-clerical, Not-in-family, White, Male,11,1,40, United-States, <=50K
18, ?,1, 11th,7, Never-married, ?, Own-child, White, Male,0,1,15, United-States, <=50K
52, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, >50K
56, Private,1, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,1,40, United-States, <=50K
21, Private,1, Assoc-voc,11, Never-married, Machine-op-inspct, Own-child, White, Male,0,1,40, United-States, <=50K
22, Self-emp-not-inc,1, HS-grad,9, Never-married, Craft-repair, Other-relative, White, Male,0,1,20, United-States, <=50K
31, Private,1, Bachelors,13, Divorced, Adm-clerical, Unmarried, White, Female,0,1,45, United-States, <=50K
41, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1,60, United-States, <=50K
25, Private,1, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K
43, Self-emp-not-inc,1, Bachelors,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,1,60, United-States, <=50K
45, Private,1, HS-grad,9, Separated, Sales, Not-in-family, White, Female,0,1,40, United-States, <=50K
26, Private,1, Some-college,10, Divorced, Tech-support, Not-in-family, White, Male,0,1,60, United-States, <=50K
90, Private,1, Some-college,10, Never-married, Other-service, Not-in-family, Asian-Pac-Islander, Male,0,1,35, United-States, <=50K
45, Private,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,-10,1,40, United-States, >50K
30, Private,1, Bachelors,13, Married-civ-spouse, Other-service, Wife, White, Female,0,1,40, United-States, >50K
42, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
20, Private,1, Some-college,10, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,35, United-States, <=50K
53, Private,1, Bachelors,13, Married-civ-spouse, Prof-specialty, Husband, White, Male,38,1,40, United-States, >50K
64, State-gov,1, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,0,1,38, United-States, <=50K
56, Private,1, 7th-8th,4, Widowed, Transport-moving, Not-in-family, White, Male,0,1,20, United-States, <=50K
42, Private,1, Some-college,10, Married-spouse-absent, Prof-specialty, Not-in-family, White, Male,0,1,40, United-States, >50K
26, Private,1, Bachelors,13, Married-civ-spouse, Sales, Wife, White, Female,0,1,40, United-States, >50K
31, Local-gov,1, Assoc-acdm,12, Never-married, Adm-clerical, Own-child, Amer-Indian-Eskimo, Female,0,1,40, United-States, <=50K
40, Private,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1,40, United-States, <=50K
58, Private,1, Some-college,10, Widowed, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
41, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, <=50K
58, Self-emp-inc,1, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,1,47, United-States, <=50K
62, State-gov,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,60, United-States, >50K
65, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,500,1,60, United-States, >50K
40, Private,1, Some-college,10, Never-married, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
45, Local-gov,1, Some-college,10, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1,40, United-States, >50K
22, Private,1, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,1,55, United-States, <=50K
23, ?,1, Some-college,10, Never-married, ?, Own-child, Asian-Pac-Islander, Male,0,1,20, China, <=50K
63, Federal-gov,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,50, United-States, >50K
39, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,-9,1,50, United-States, >50K
37, Private,1, Some-college,10, Widowed, Craft-repair, Unmarried, White, Male,0,1,40, United-States, <=50K
25, ?,1, Bachelors,13, Married-spouse-absent, ?, Not-in-family, White, Male,0,1,40, Canada, <=50K
56, Private,1, 11th,7, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,50, United-States, <=50K
32, Private,1, Some-college,10, Divorced, Sales, Not-in-family, White, Male,0,1,50, United-States, <=50K
53, Federal-gov,1, Some-college,10, Married-civ-spouse, Exec-managerial, Wife, Asian-Pac-Islander, Female,-9,1,40, Philippines, >50K
32, Private,1, Assoc-voc,11, Divorced, Prof-specialty, Not-in-family, White, Male,0,1,40, United-States, <=50K
23, Self-emp-not-inc,1, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,38,1,60, United-States, >50K
35, Private,1, 11th,7, Separated, Transport-moving, Not-in-family, White, Male,0,1,90, United-States, <=50K
51, Private,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,-9,1,65, United-States, >50K
19, Private,1, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,1,20, United-States, <=50K
41, Private,1, 11th,7, Married-spouse-absent, Machine-op-inspct, Not-in-family, White, Male,0,1,40, Guatemala, <=50K
22, Private,1, 10th,6, Never-married, Transport-moving, Own-child, White, Male,0,1,25, United-States, <=50K
23, Private,1, HS-grad,9, Never-married, Tech-support, Own-child, White, Female,0,1,40, United-States, <=50K
36, Private,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, Asian-Pac-Islander, Male,0,1,40, Taiwan, >50K
27, ?,1, Some-college,10, Divorced, ?, Not-in-family, White, Female,0,1,25, United-States, <=50K
45, Private,1, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, Canada, <=50K
23, Self-emp-not-inc,1, HS-grad,9, Never-married, Farming-fishing, Not-in-family, White, Male,0,1,25, Mexico, <=50K
21, Private,1, 11th,7, Never-married, Other-service, Unmarried, Black, Female,0,1,40, United-States, <=50K
44, Private,1, Masters,14, Married-civ-spouse, Exec-managerial, Husband, White, Male,75,1,40, United-States, >50K
29, Private,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, >50K
36, Self-emp-not-inc,1, Assoc-voc,11, Married-civ-spouse, Tech-support, Husband, White, Male,0,1,60, United-States, <=50K
18, Private,1, 9th,5, Never-married, Handlers-cleaners, Own-child, White, Male,3,1,40, United-States, <=50K
62, Self-emp-not-inc,1, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, >50K
25, Federal-gov,1, Some-college,10, Never-married, Exec-managerial, Not-in-family, Black, Male,0,1,40, United-States, <=50K
34, Private,1, Assoc-acdm,12, Divorced, Exec-managerial, Not-in-family, White, Female,0,1,45, United-States, <=50K
31, Private,1, Bachelors,13, Never-married, Exec-managerial, Not-in-family, White, Female,72,1,50, United-States, >50K
37, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,75,1,40, United-States, >50K
33, Private,1, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,40, England, <=50K
22, ?,1, Some-college,10, Never-married, ?, Own-child, White, Female,0,1,30, United-States, <=50K
28, Private,1, Assoc-acdm,12, Married-civ-spouse, Sales, Husband, White, Male,0,1,30, United-States, <=50K
22, ?,1, Some-college,10, Separated, ?, Own-child, White, Male,0,1,25, United-States, <=50K
47, Private,1, HS-grad,9, Married-civ-spouse, Other-service, Husband, White, Male,0,1,40, United-States, >50K
67, ?,1, 11th,7, Married-civ-spouse, ?, Husband, White, Male,-2,1,3, United-States, <=50K
20, ?,1, 10th,6, Never-married, ?, Own-child, White, Male,0,1,40, United-States, <=50K
34, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,70, United-States, <=50K
26, Private,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,500,1,60, United-States, >50K
36, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,36,1,44, United-States, >50K
28, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Male,0,1,40, United-States, <=50K
22, Private,1, HS-grad,9, Never-married, Transport-moving, Own-child, Black, Male,0,1,40, United-States, <=50K
47, Private,1, Some-college,10, Separated, Other-service, Not-in-family, Black, Female,0,1,35, United-States, <=50K
33, Private,1, Assoc-voc,11, Never-married, Adm-clerical, Not-in-family, White, Male,0,1,45, United-States, <=50K
34, Self-emp-inc,1, Masters,14, Separated, Prof-specialty, Not-in-family, White, Female,24,1,40, United-States, >50K
25, Private,1, HS-grad,9, Never-married, Craft-repair, Own-child, White, Male,0,1,40, United-States, <=50K
37, Private,1, 9th,5, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,19,1,50, Mexico, <=50K
36, State-gov,1, HS-grad,9, Married-civ-spouse, Protective-serv, Husband, White, Male,0,1,40, United-States, <=50K
61, Local-gov,1, Bachelors,13, Separated, Prof-specialty, Not-in-family, White, Male,0,1,30, ?, <=50K
74, ?,1, 9th,5, Married-civ-spouse, ?, Husband, White, Male,17,1,40, United-States, <=50K
57, Private,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, Poland, <=50K
55, Private,1, Doctorate,16, Never-married, Prof-specialty, Not-in-family, White, Male,0,1,40, England, <=50K
20, Private,1, HS-grad,9, Divorced, Sales, Not-in-family, Black, Female,0,1,40, United-States, <=50K
43, Private,1, HS-grad,9, Never-married, Sales, Not-in-family, Black, Female,0,1,44, United-States, <=50K
54, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, England, >50K
25, Private,1, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K
42, Private,1, Some-college,10, Divorced, Exec-managerial, Not-in-family, White, Male,-7,1,40, United-States, <=50K
23, ?,1, Some-college,10, Never-married, ?, Not-in-family, White, Female,0,1,35, United-States, <=50K
17, Private,1, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,1,10, United-States, <=50K
39, ?,1, HS-grad,9, Never-married, ?, Not-in-family, White, Male,-8,1,40, United-States, <=50K
63, Private,1, 7th-8th,4, Married-spouse-absent, Other-service, Unmarried, Amer-Indian-Eskimo, Female,0,1,40, United-States, <=50K
19, Private,1, Some-college,10, Never-married, Exec-managerial, Own-child, White, Female,0,1,30, United-States, <=50K
56, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,75,1,50, United-States, >50K
33, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,45, United-States, >50K
37, Private,1, Bachelors,13, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,50, United-States, <=50K
27, Private,1, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,45, United-States, <=50K
36, Local-gov,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,1,40, United-States, <=50K
30, Self-emp-inc,1, HS-grad,9, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,65, Canada, >50K
22, Private,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Male,0,1,55, United-States, <=50K
35, Private,1, Some-college,10, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,-8,1,40, United-States, <=50K
20, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Not-in-family, White, Male,0,1,45, United-States, <=50K
18, Private,1, Some-college,10, Never-married, Sales, Own-child, White, Female,0,1,40, United-States, <=50K
25, Private,1, 12th,8, Never-married, Machine-op-inspct, Not-in-family, White, Male,-9,1,40, United-States, <=50K
53, Private,1, Masters,14, Never-married, Prof-specialty, Not-in-family, White, Female,-8,1,54, United-States, >50K
21, ?,1, Some-college,10, Never-married, ?, Own-child, White, Female,0,1,40, United-States, <=50K
19, Private,1, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,1,35, United-States, <=50K
34, Private,1, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1,30, United-States, <=50K
32, State-gov,1, Some-college,10, Never-married, Adm-clerical, Not-in-family, Black, Female,0,1,40, United-States, <=50K
20, Private,1, Some-college,10, Never-married, Machine-op-inspct, Own-child, Amer-Indian-Eskimo, Male,0,1,40, United-States, <=50K
70, Private,1, 7th-8th,4, Married-civ-spouse, Other-service, Husband, White, Male,0,1,25, United-States, <=50K
57, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
54, Private,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,16,1,50, United-States, <=50K
34, Private,1, Assoc-voc,11, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, United-States, <=50K
48, Private,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,40, United-States, >50K
42, Private,1, 11th,7, Married-civ-spouse, Other-service, Wife, White, Female,0,1,40, United-States, <=50K
45, Private,1, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,17,1,40, United-States, <=50K
27, Private,1, Some-college,10, Never-married, Other-service, Own-child, White, Male,0,1,40, United-States, <=50K
51, Private,1, 10th,6, Married-civ-spouse, Other-service, Husband, White, Male,0,1,40, Mexico, <=50K
36, Local-gov,1, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,1,65, United-States, <=50K
33, Private,1, Some-college,10, Never-married, Exec-managerial, Own-child, Asian-Pac-Islander, Male,0,1,40, Philippines, <=50K
50, Private,1, Some-college,10, Never-married, Farming-fishing, Not-in-family, White, Male,0,1,40, United-States, <=50K
44, Private,1, Bachelors,13, Divorced, Exec-managerial, Unmarried, White, Male,-13,1,50, United-States, >50K
39, Local-gov,1, Masters,14, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K
55, Self-emp-not-inc,1, 9th,5, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,25, United-States, <=50K
24, Private,1, Some-college,10, Never-married, Adm-clerical, Own-child, White, Female,0,1,40, United-States, <=50K
35, Private,1, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,1,40, United-States, <=50K
32, Self-emp-not-inc,1, 12th,8, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
66, ?,1, Bachelors,13, Married-civ-spouse, ?, Husband, White, Male,-11,1,40, United-States, >50K
68, Private,1, HS-grad,9, Widowed, Adm-clerical, Not-in-family, White, Female,-11,1,30, United-States, <=50K
29, Private,1, 11th,7, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,60, United-States, <=50K
24, Self-emp-not-inc,1, Bachelors,13, Never-married, Sales, Not-in-family, White, Male,0,1,40, United-States, <=50K
61, Private,1, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, United-States, <=50K
34, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,44, United-States, >50K
55, Self-emp-inc,1, Prof-school,15, Married-civ-spouse, Prof-specialty, Husband, White, Male,-12,1,35, Greece, >50K
20, ?,1, Some-college,10, Never-married, ?, Own-child, White, Male,0,1,36, United-States, <=50K
41, Private,1, HS-grad,9, Never-married, Sales, Own-child, White, Female,0,1,40, United-States, <=50K
36, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Farming-fishing, Husband, White, Male,0,1,84, United-States, <=50K
60, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,36,1,40, United-States, >50K
61, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,52, United-States, >50K
35, Private,1, Prof-school,15, Married-civ-spouse, Sales, Husband, Asian-Pac-Islander, Male,0,1,35, China, <=50K
42, State-gov,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,50, United-States, >50K
26, Private,1, Bachelors,13, Never-married, Tech-support, Not-in-family, White, Male,0,1,40, United-States, <=50K
44, Local-gov,1, Some-college,10, Never-married, Other-service, Unmarried, Black, Female,0,1,40, United-States, <=50K
31, State-gov,1, Masters,14, Never-married, Adm-clerical, Not-in-family, White, Male,0,1,25, United-States, <=50K
39, State-gov,1, HS-grad,9, Never-married, Other-service, Not-in-family, Black, Male,0,1,40, United-States, <=50K
20, Private,1, Some-college,10, Never-married, Tech-support, Own-child, White, Female,0,1,24, United-States, <=50K
32, Self-emp-inc,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
32, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, <=50K
61, Private,1, 9th,5, Married-civ-spouse, Machine-op-inspct, Husband, Black, Male,0,1,20, Trinadad&Tobago, <=50K
54, Local-gov,1, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K
23, Private,1, Assoc-acdm,12, Never-married, Craft-repair, Other-relative, White, Male,0,1,40, United-States, <=50K
19, Private,1, HS-grad,9, Never-married, Sales, Own-child, White, Male,0,1,3, United-States, <=50K
31, Private,1, Some-college,10, Married-civ-spouse, Prof-specialty, Husband, Amer-Indian-Eskimo, Male,0,1,40, United-States, <=50K
35, Private,1, 5th-6th,3, Married-civ-spouse, Handlers-cleaners, Husband, White, Male,0,1,40, Mexico, <=50K
29, Private,1, HS-grad,9, Divorced, Other-service, Not-in-family, White, Female,0,1,25, United-States, <=50K
29, Local-gov,1, HS-grad,9, Never-married, Protective-serv, Not-in-family, Black, Female,0,1,40, United-States, <=50K
25, Private,1, 10th,6, Separated, Other-service, Own-child, White, Female,0,1,25, United-States, <=50K
46, Private,1, Bachelors,13, Divorced, Sales, Not-in-family, White, Female,0,1,40, United-States, <=50K
35, Private,1, Assoc-voc,11, Never-married, Other-service, Unmarried, White, Female,0,1,30, United-States, <=50K
20, Private,1, 10th,6, Never-married, Sales, Not-in-family, Other, Male,0,1,40, United-States, <=50K
24, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Adm-clerical, Wife, White, Female,0,1,40, United-States, <=50K
48, Private,1, HS-grad,9, Divorced, Adm-clerical, Unmarried, White, Female,0,1,37, United-States, <=50K
37, Private,1, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1,40, United-States, <=50K
60, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, <=50K
39, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
29, Local-gov,1, Some-college,10, Separated, Adm-clerical, Unmarried, White, Female,0,1,38, United-States, <=50K
31, Self-emp-not-inc,1, Assoc-voc,11, Divorced, Craft-repair, Own-child, White, Male,0,1,20, United-States, <=50K
38, Private,1, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,22,1,40, United-States, >50K
26, Self-emp-not-inc,1, Assoc-acdm,12, Never-married, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
64, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,75,1,40, United-States, >50K
46, Private,1, Assoc-voc,11, Divorced, Protective-serv, Not-in-family, Black, Male,0,1,40, United-States, <=50K
69, ?,1, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,0,1,8, United-States, <=50K
39, Private,1, HS-grad,9, Married-civ-spouse, Sales, Husband, White, Male,16,1,44, United-States, >50K
48, Private,1, HS-grad,9, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1,55, United-States, <=50K
46, Private,1, HS-grad,9, Divorced, Sales, Other-relative, White, Female,0,1,40, United-States, <=50K
42, Private,1, Bachelors,13, Divorced, Sales, Not-in-family, White, Male,-8,1,40, United-States, <=50K
39, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Sales, Wife, Black, Female,0,1,54, Dominican-Republic, >50K
50, Federal-gov,1, Masters,14, Married-civ-spouse, Tech-support, Husband, White, Male,0,1,40, United-States, >50K
24, Private,1, Bachelors,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,1,40, United-States, <=50K
30, Private,1, Assoc-voc,11, Married-civ-spouse, Tech-support, Other-relative, White, Female,0,1,40, Canada, >50K
39, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,-12,1,60, United-States, >50K
29, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
23, Private,1, 11th,7, Never-married, Transport-moving, Own-child, White, Female,0,1,38, United-States, <=50K
21, ?,1, Assoc-voc,11, Never-married, ?, Not-in-family, White, Male,0,1,40, United-States, <=50K
32, Private,1, 10th,6, Separated, Craft-repair, Not-in-family, White, Male,0,1,40, United-States, <=50K
69, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,19,1,30, United-States, <=50K
55, Private,1, HS-grad,9, Separated, Handlers-cleaners, Unmarried, White, Male,0,1,40, United-States, <=50K
41, Private,1, Some-college,10, Married-civ-spouse, Sales, Husband, White, Male,0,1,50, United-States, <=50K
44, Self-emp-inc,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,38,1,52, United-States, >50K
18, Private,1, 11th,7, Never-married, Adm-clerical, Not-in-family, White, Male,0,1,40, United-States, <=50K
74, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,10, United-States, <=50K
40, Private,1, Doctorate,16, Married-civ-spouse, Prof-specialty, Husband, White, Male,0,1,40, United-States, >50K
27, Private,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
75, ?,1, 9th,5, Married-civ-spouse, ?, Husband, Black, Male,7,1,5, United-States, <=50K
55, Private,1, HS-grad,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
52, Self-emp-not-inc,1, 7th-8th,4, Married-civ-spouse, Craft-repair, Husband, Amer-Indian-Eskimo, Male,0,1,40, United-States, <=50K
54, Private,1, Some-college,10, Divorced, Sales, Unmarried, White, Female,0,1,48, United-States, <=50K
36, Private,1, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Male,0,1,48, United-States, <=50K
76, ?,1, Some-college,10, Married-civ-spouse, ?, Husband, White, Male,0,1,8, United-States, <=50K
26, Private,1, HS-grad,9, Never-married, Handlers-cleaners, Own-child, White, Female,0,1,40, United-States, <=50K
18, Private,1, 11th,7, Never-married, Craft-repair, Own-child, White, Male,0,1,20, United-States, <=50K
38, Private,1, HS-grad,9, Divorced, Exec-managerial, Not-in-family, White, Male,0,1,50, United-States, <=50K
50, Private,1, Bachelors,13, Married-civ-spouse, Transport-moving, Husband, White, Male,36,1,40, United-States, >50K
19, ?,1, Some-college,10, Never-married, ?, Own-child, White, Female,0,1,25, United-States, <=50K
32, Private,1, Some-college,10, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,60, United-States, >50K
57, Private,1, Bachelors,13, Married-civ-spouse, Sales, Husband, White, Male,0,1,40, United-States, >50K
20, Private,1, HS-grad,9, Never-married, Protective-serv, Own-child, Black, Male,0,1,40, United-States, <=50K
27, Private,1, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1,40, United-States, <=50K
31, Self-emp-not-inc,1, Bachelors,13, Married-spouse-absent, Exec-managerial, Not-in-family, White, Male,-10,1,60, United-States, <=50K
60, Private,1, 5th-6th,3, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,1,40, Puerto-Rico, <=50K
52, Private,1, HS-grad,9, Divorced, Craft-repair, Unmarried, White, Female,0,1,50, United-States, <=50K
61, Private,1, 7th-8th,4, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,40, United-States, <=50K
57, Self-emp-not-inc,1, HS-grad,9, Widowed, Craft-repair, Not-in-family, White, Male,0,1,55, United-States, >50K
19, ?,1, Some-college,10, Never-married, ?, Own-child, White, Male,0,1,40, United-States, <=50K
59, Self-emp-not-inc,1, Prof-school,15, Married-civ-spouse, Sales, Husband, White, Male,0,1,25, United-States, <=50K
34, Self-emp-not-inc,1, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Male,0,1,45, United-States, >50K
31, Private,1, Assoc-acdm,12, Married-civ-spouse, Craft-repair, Not-in-family, Asian-Pac-Islander, Male,0,1,50, United-States, >50K
42, Private,1, HS-grad,9, Divorced, Protective-serv, Not-in-family, Black, Male,0,1,35, United-States, <=50K
70, Private,1, Some-college,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,1,6, United-States, <=50K
47, Private,1, Bachelors,13, Married-civ-spouse, Adm-clerical, Husband, Asian-Pac-Islander, Male,0,1,40, ?, >50K
47, ?,1, HS-grad,9, Married-civ-spouse, ?, Husband, White, Male,20,1,40, ?, <=50K
29, Private,1, Some-college,10, Married-civ-spouse, Transport-moving, Husband, White, Male,0,1,45, United-States, >50K
27, Private,1, 11th,7, Never-married, Handlers-cleaners, Other-relative, Black, Male,0,1,40, United-States, <=50K
25, Private,1, 12th,8, Married-civ-spouse, Other-service, Wife, White, Female,0,1,40, United-States, <=50K
51, Private,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,26,1,60, United-States, >50K
28, Private,1, HS-grad,9, Never-married, Other-service, Own-child, Black, Female,0,1,40, ?, <=50K
35, Private,1, Bachelors,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
36, Self-emp-not-inc,1, Some-college,10, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,60, United-States, >50K
54, ?,1, Masters,14, Never-married, ?, Not-in-family, White, Female,0,1,40, United-States, <=50K
46, Private,1, Assoc-voc,11, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,40, United-States, <=50K
52, Private,1, Assoc-voc,11, Separated, Other-service, Unmarried, White, Female,0,1,35, United-States, <=50K
65, Private,1, 7th-8th,4, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,40, United-States, <=50K
43, Private,1, Assoc-voc,11, Divorced, Machine-op-inspct, Not-in-family, White, Male,0,1,40, United-States, <=50K
41, Local-gov,1, HS-grad,9, Divorced, Prof-specialty, Unmarried, Asian-Pac-Islander, Female,0,1,40, United-States, <=50K
34, Private,1, Bachelors,13, Never-married, Exec-managerial, Other-relative, White, Female,-9,1,45, United-States, <=50K
47, Self-emp-not-inc,1, Bachelors,13, Married-civ-spouse, Exec-managerial, Husband, White, Male,0,1,30, United-States, <=50K
49, Federal-gov,1, Masters,14, Never-married, Exec-managerial, Not-in-family, White, Male,0,1,56, United-States, >50K
21, Private,1, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,1,25, United-States, <=50K
20, Private,1, Some-college,10, Never-married, Other-service, Not-in-family, White, Female,0,1,25, United-States, <=50K
18, Local-gov,1, 12th,8, Never-married, Protective-serv, Own-child, White, Male,0,1,40, United-States, <=50K
27, Private,1, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,1,40, United-States, <=50K
34, Self-emp-not-inc,1, HS-grad,9, Married-civ-spouse, Craft-repair, Husband, White, Male,0,1,50, United-States, <=50K
38, Private,1, Some-college,10, Divorced, Adm-clerical, Unmarried, White, Female,0,1,40, United-States, <=50K
24, Private,1, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Male,0,1,40, United-States, <=50K
34, Private,1, Some-college,10, Never-married, Sales, Not-in-family, White, Male,0,1,65, United-States, <=50K
47, Private,1, HS-grad,9, Married-civ-spouse, Machine-op-inspct, Husband, White, Male,0,1,50, United-States, >50K
27, Federal-gov,1, HS-grad,9, Separated, Exec-managerial, Unmarried, Black, Female,0,1,40, United-States, <=50K
63, Private,1, Assoc-voc,11, Widowed, Adm-clerical, Unmarried, White, Female,0,1,8, United-States, <=50K
